Befolkningen efter tid, statsborgerskab, alder, distrikt og køn;;;;;;
Enhed: Antal;;;;;;
;;;;all genders;Male;Female
;;;Vesterbro - Vest;873;399;474
;;;Vesterbro - Central;2055;846;1209
;;;Vesterbro - Øst;817;368;449
;;;Vesterbro - Syd;345;183;162
;;;Kgs. Enghave - Bavnehøj;548;246;302
;;;Kgs. Enghave - Gl. Sydhavn;1488;686;802
;;;Kgs. Enghave - Holmene;1364;688;676
;;;Valby - Gl. Valby;1340;608;732
;;;Valby - Syd;1992;967;1025
;;;Valby - Ålholm;849;438;411
;;;Valby - Valby Sydvest;2000;933;1067
;;;Valby - Vigerslev;656;329;327
;;;Vanløse - Jyllingevej Kvarter;796;426;370
;;;Vanløse - Jernbane Allé Kvarter;1298;608;690
;;;Vanløse - Sallingvej Kvarter;792;358;434
;;;Vanløse - Grøndals Park Kvarter;359;180;179
;;;Brønshøj-Husum - Husum;1022;512;510
;;;Brønshøj-Husum - Husum Nord;761;392;369
;;;Brønshøj-Husum - Tingbjerg;586;297;289
;;;Brønshøj-Husum - Brønshøj;659;313;346
;;;Brønshøj-Husum - Bellahøj;254;125;129
;;;Bispebjerg - Emdrup;370;149;221
;;;Bispebjerg- Ryparken-Lundehus;474;223;251
;;;Bispebjerg - Bispebjerg;379;163;216
;;;Bispebjerg - Utterslev;373;175;198
;;;Bispebjerg - Nordvest;3180;1377;1803
;;;Amager Øst - Amagerbro Øst;2753;1122;1631
;;;Amager Øst - Sundbyøster;1257;573;684
;;;Amager Øst - Villakvartererne;1472;699;773
;;;Amager Øst - Nordøstamager;780;410;370
;;;Amager Vest - Amagerbro Vest;655;271;384
;;;Amager Vest - Bryggen Syd;184;81;103
;;;Amager Vest - Faste Batteri;681;263;418
;;;Amager Vest - Gamle Bryggen;495;217;278
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);845;341;504
;;;Amager Vest - Kolonihavekvarteret;882;440;442
;;;Amager Vest - Sundbyvester;1029;499;530
;;;Amager Vest - Sundholmsvejs kvarteret;1403;591;812
;;;Amager Vest - Urbanplanen;281;119;162
;;;Amager Vest - Ørestad City;1278;663;615
;;;Amager Vest - Ørestad Syd;1452;739;713
;;25-29 years;København i alt;92250;43724;48526
;;;Bydel - Indre By;7770;3648;4122
;;;Bydel - Østerbro;10869;5123;5746
;;;Bydel - Nørrebro;13906;6253;7653
;;;Bydel - Vesterbro/Kongens Enghave;11787;5615;6172
;;;Bydel - Valby;9163;4514;4649
;;;Bydel - Vanløse;4577;2242;2335
;;;Bydel - Brønshøj-Husum;3776;1864;1912
;;;Bydel - Bispebjerg;8892;4038;4854
;;;Bydel - Amager Øst;9204;4326;4878
;;;Bydel - Amager Vest;11706;5715;5991
;;;Bydel - Uden for inddeling;600;386;214
;;;Lokaludvalg - Indre By;6352;2994;3358
;;;Lokaludvalg - Christianshavn;1418;654;764
;;;Lokaludvalg - Østerbro;10869;5123;5746
;;;Lokaludvalg - Nørrebro;13906;6253;7653
;;;Lokaludvalg - Vesterbro;6413;2958;3455
;;;Lokaludvalg - Kgs. Enghave;5374;2657;2717
;;;Lokaludvalg - Valby;9163;4514;4649
;;;Lokaludvalg - Vanløse;4577;2242;2335
;;;Lokaludvalg - Brønshøj-Husum;3776;1864;1912
;;;Lokaludvalg - Bispebjerg;8892;4038;4854
;;;Lokaludvalg - Amager Øst;9204;4326;4878
;;;Lokaludvalg - Amager Vest;11706;5715;5991
;;;Lokaludvalg - Uden for inddeling;600;386;214
;;;Indre By - Middelalderbyen;1737;853;884
;;;Indre By - Metropolzonen;371;176;195
;;;Indre By - Nansensgade-kvarteret;902;423;479
;;;Indre By - Øster Farimagsgade-kvarteret;806;353;453
;;;Indre By - Østerport;489;235;254
;;;Indre By - Frederiksstaden;1673;787;886
;;;Indre By - Gammelholm og Nyhavn;374;167;207
;;;Christianshavn - Neden Vandet;252;121;131
;;;Christianshavn - Oven Vandet;794;338;456
;;;Christianshavn - Holmen og Refshaleøen;372;195;177
;;;Østerbro - Nord/Komponistkvarteret;503;235;268
;;;Østerbro - Svanemøllen Syd/Øst;1655;788;867
;;;Østerbro - Århusgade Nord;1788;834;954
;;;Østerbro - Århusgade Syd;1512;724;788
;;;Østerbro - Rosenvænget;1255;601;654
;;;Østerbro - Ny Ryvang;325;172;153
;;;Østerbro - Nord;344;163;181
;;;Østerbro - Nordhavn;653;321;332
;;;Østerbro - Lyngbyvej Vest;707;323;384
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;1150;541;609
;;;Østerbro - Fælled;977;421;556
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;2080;955;1125
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;3460;1546;1914
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2924;1273;1651
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;3476;1576;1900
;;;Nørrebro - Haraldsgade-kvarteret;1966;903;1063
;;;Vesterbro - Vest;1418;625;793
;;;Vesterbro - Central;3123;1436;1687
;;;Vesterbro - Øst;1191;569;622
;;;Vesterbro - Syd;681;328;353
;;;Kgs. Enghave - Bavnehøj;828;377;451
;;;Kgs. Enghave - Gl. Sydhavn;1880;915;965
;;;Kgs. Enghave - Holmene;2666;1365;1301
;;;Valby - Gl. Valby;1925;921;1004
;;;Valby - Syd;2969;1458;1511
;;;Valby - Ålholm;1075;540;535
;;;Valby - Valby Sydvest;2365;1179;1186
;;;Valby - Vigerslev;829;416;413
;;;Vanløse - Jyllingevej Kvarter;752;387;365
;;;Vanløse - Jernbane Allé Kvarter;2040;1025;1015
;;;Vanløse - Sallingvej Kvarter;1213;558;655
;;;Vanløse - Grøndals Park Kvarter;572;272;300
;;;Brønshøj-Husum - Husum;1087;544;543
;;;Brønshøj-Husum - Husum Nord;825;410;415
;;;Brønshøj-Husum - Tingbjerg;683;334;349
;;;Brønshøj-Husum - Brønshøj;846;415;431
;;;Brønshøj-Husum - Bellahøj;335;161;174
;;;Bispebjerg - Emdrup;418;187;231
;;;Bispebjerg- Ryparken-Lundehus;797;380;417
;;;Bispebjerg - Bispebjerg;710;341;369
;;;Bispebjerg - Utterslev;693;311;382
;;;Bispebjerg - Nordvest;6274;2819;3455
;;;Amager Øst - Amagerbro Øst;4211;1978;2233
;;;Amager Øst - Sundbyøster;2032;943;1089
;;;Amager Øst - Villakvartererne;1701;828;873
;;;Amager Øst - Nordøstamager;1260;577;683
;;;Amager Vest - Amagerbro Vest;1042;464;578
;;;Amager Vest - Bryggen Syd;297;131;166
;;;Amager Vest - Faste Batteri;849;409;440
;;;Amager Vest - Gamle Bryggen;815;385;430
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);662;313;349
;;;Amager Vest - Kolonihavekvarteret;755;373;382
;;;Amager Vest - Sundbyvester;1170;612;558
;;;Amager Vest - Sundholmsvejs kvarteret;1816;864;952
;;;Amager Vest - Urbanplanen;348;167;181
;;;Amager Vest - Ørestad City;2024;993;1031
;;;Amager Vest - Ørestad Syd;1928;1004;924
;;30-34 years;København i alt;79439;39964;39475
;;;Bydel - Indre By;5685;2969;2716
;;;Bydel - Østerbro;9103;4607;4496
;;;Bydel - Nørrebro;10954;5269;5685
;;;Bydel - Vesterbro/Kongens Enghave;11342;5671;5671
;;;Bydel - Valby;7668;3943;3725
;;;Bydel - Vanløse;3993;2053;1940
;;;Bydel - Brønshøj-Husum;3616;1772;1844
;;;Bydel - Bispebjerg;7970;3928;4042
;;;Bydel - Amager Øst;7827;3953;3874
;;;Bydel - Amager Vest;10605;5365;5240
;;;Bydel - Uden for inddeling;676;434;242
;;;Lokaludvalg - Indre By;4494;2353;2141
;;;Lokaludvalg - Christianshavn;1191;616;575
;;;Lokaludvalg - Østerbro;9103;4607;4496
;;;Lokaludvalg - Nørrebro;10954;5269;5685
;;;Lokaludvalg - Vesterbro;6317;3126;3191
;;;Lokaludvalg - Kgs. Enghave;5025;2545;2480
;;;Lokaludvalg - Valby;7668;3943;3725
;;;Lokaludvalg - Vanløse;3993;2053;1940
;;;Lokaludvalg - Brønshøj-Husum;3616;1772;1844
;;;Lokaludvalg - Bispebjerg;7970;3928;4042
;;;Lokaludvalg - Amager Øst;7827;3953;3874
;;;Lokaludvalg - Amager Vest;10605;5365;5240
;;;Lokaludvalg - Uden for inddeling;676;434;242
;;;Indre By - Middelalderbyen;1019;558;461
;;;Indre By - Metropolzonen;260;137;123
;;;Indre By - Nansensgade-kvarteret;672;343;329
;;;Indre By - Øster Farimagsgade-kvarteret;679;337;342
;;;Indre By - Østerport;396;202;194
;;;Indre By - Frederiksstaden;1169;621;548
;;;Indre By - Gammelholm og Nyhavn;299;155;144
;;;Christianshavn - Neden Vandet;275;136;139
;;;Christianshavn - Oven Vandet;640;332;308
;;;Christianshavn - Holmen og Refshaleøen;276;148;128
;;;Østerbro - Nord/Komponistkvarteret;384;172;212
;;;Østerbro - Svanemøllen Syd/Øst;1396;731;665
;;;Østerbro - Århusgade Nord;1285;661;624
;;;Østerbro - Århusgade Syd;1275;653;622
;;;Østerbro - Rosenvænget;984;486;498
;;;Østerbro - Ny Ryvang;304;165;139
;;;Østerbro - Nord;343;157;186
;;;Østerbro - Nordhavn;776;391;385
;;;Østerbro - Lyngbyvej Vest;673;340;333
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;945;493;452
;;;Østerbro - Fælled;738;358;380
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;1812;908;904
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;2305;1109;1196
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;2653;1235;1418
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;2828;1382;1446
;;;Nørrebro - Haraldsgade-kvarteret;1356;635;721
;;;Vesterbro - Vest;1868;871;997
;;;Vesterbro - Central;2781;1358;1423
;;;Vesterbro - Øst;943;496;447
;;;Vesterbro - Syd;725;401;324
;;;Kgs. Enghave - Bavnehøj;536;262;274
;;;Kgs. Enghave - Gl. Sydhavn;1677;833;844
;;;Kgs. Enghave - Holmene;2812;1450;1362
;;;Valby - Gl. Valby;1497;749;748
;;;Valby - Syd;2465;1248;1217
;;;Valby - Ålholm;961;484;477
;;;Valby - Valby Sydvest;2009;1063;946
;;;Valby - Vigerslev;736;399;337
;;;Vanløse - Jyllingevej Kvarter;818;416;402
;;;Vanløse - Jernbane Allé Kvarter;1639;860;779
;;;Vanløse - Sallingvej Kvarter;1035;538;497
;;;Vanløse - Grøndals Park Kvarter;501;239;262
;;;Brønshøj-Husum - Husum;1170;593;577
;;;Brønshøj-Husum - Husum Nord;768;391;377
;;;Brønshøj-Husum - Tingbjerg;527;242;285
;;;Brønshøj-Husum - Brønshøj;824;381;443
;;;Brønshøj-Husum - Bellahøj;327;165;162
;;;Bispebjerg - Emdrup;341;183;158
;;;Bispebjerg- Ryparken-Lundehus;615;292;323
;;;Bispebjerg - Bispebjerg;662;331;331
;;;Bispebjerg - Utterslev;665;324;341
;;;Bispebjerg - Nordvest;5687;2798;2889
;;;Amager Øst - Amagerbro Øst;3236;1633;1603
;;;Amager Øst - Sundbyøster;1742;873;869
;;;Amager Øst - Villakvartererne;1441;746;695
;;;Amager Øst - Nordøstamager;1408;701;707
;;;Amager Vest - Amagerbro Vest;948;466;482
;;;Amager Vest - Bryggen Syd;527;265;262
;;;Amager Vest - Faste Batteri;682;346;336
;;;Amager Vest - Gamle Bryggen;895;442;453
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);340;164;176
;;;Amager Vest - Kolonihavekvarteret;353;187;166
;;;Amager Vest - Sundbyvester;1076;539;537
;;;Amager Vest - Sundholmsvejs kvarteret;1401;712;689
;;;Amager Vest - Urbanplanen;336;166;170
;;;Amager Vest - Ørestad City;1969;1007;962
;;;Amager Vest - Ørestad Syd;2078;1071;1007
;;35-39 years;København i alt;56003;28521;27482
;;;Bydel - Indre By;3664;1892;1772
;;;Bydel - Østerbro;5810;2935;2875
;;;Bydel - Nørrebro;7143;3532;3611
;;;Bydel - Vesterbro/Kongens Enghave;8210;4205;4005
;;;Bydel - Valby;5407;2786;2621
;;;Bydel - Vanløse;2985;1522;1463
;;;Bydel - Brønshøj-Husum;3553;1747;1806
;;;Bydel - Bispebjerg;5220;2667;2553
;;;Bydel - Amager Øst;5311;2749;2562
;;;Bydel - Amager Vest;8166;4132;4034
;;;Bydel - Uden for inddeling;534;354;180
;;;Lokaludvalg - Indre By;2766;1435;1331
;;;Lokaludvalg - Christianshavn;898;457;441
;;;Lokaludvalg - Østerbro;5810;2935;2875
;;;Lokaludvalg - Nørrebro;7143;3532;3611
;;;Lokaludvalg - Vesterbro;4701;2391;2310
;;;Lokaludvalg - Kgs. Enghave;3509;1814;1695
;;;Lokaludvalg - Valby;5407;2786;2621
;;;Lokaludvalg - Vanløse;2985;1522;1463
;;;Lokaludvalg - Brønshøj-Husum;3553;1747;1806
;;;Lokaludvalg - Bispebjerg;5220;2667;2553
;;;Lokaludvalg - Amager Øst;5311;2749;2562
;;;Lokaludvalg - Amager Vest;8166;4132;4034
;;;Lokaludvalg - Uden for inddeling;534;354;180
;;;Indre By - Middelalderbyen;604;323;281
;;;Indre By - Metropolzonen;177;97;80
;;;Indre By - Nansensgade-kvarteret;423;208;215
;;;Indre By - Øster Farimagsgade-kvarteret;441;218;223
;;;Indre By - Østerport;283;143;140
;;;Indre By - Frederiksstaden;621;331;290
;;;Indre By - Gammelholm og Nyhavn;217;115;102
;;;Christianshavn - Neden Vandet;201;110;91
;;;Christianshavn - Oven Vandet;470;236;234
;;;Christianshavn - Holmen og Refshaleøen;227;111;116
;;;Østerbro - Nord/Komponistkvarteret;281;145;136
;;;Østerbro - Svanemøllen Syd/Øst;851;438;413
;;;Østerbro - Århusgade Nord;676;326;350
;;;Østerbro - Århusgade Syd;769;400;369
;;;Østerbro - Rosenvænget;610;300;310
;;;Østerbro - Ny Ryvang;234;118;116
;;;Østerbro - Nord;268;116;152
;;;Østerbro - Nordhavn;577;289;288
;;;Østerbro - Lyngbyvej Vest;431;221;210
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;589;310;279
;;;Østerbro - Fælled;524;272;252
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;1255;646;609
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;1509;720;789
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;1828;880;948
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;1713;871;842
;;;Nørrebro - Haraldsgade-kvarteret;838;415;423
;;;Vesterbro - Vest;1484;738;746
;;;Vesterbro - Central;2007;1004;1003
;;;Vesterbro - Øst;630;349;281
;;;Vesterbro - Syd;580;300;280
;;;Kgs. Enghave - Bavnehøj;315;157;158
;;;Kgs. Enghave - Gl. Sydhavn;1225;632;593
;;;Kgs. Enghave - Holmene;1969;1025;944
;;;Valby - Gl. Valby;881;449;432
;;;Valby - Syd;1806;929;877
;;;Valby - Ålholm;694;362;332
;;;Valby - Valby Sydvest;1445;729;716
;;;Valby - Vigerslev;581;317;264
;;;Vanløse - Jyllingevej Kvarter;800;402;398
;;;Vanløse - Jernbane Allé Kvarter;1059;572;487
;;;Vanløse - Sallingvej Kvarter;720;348;372
;;;Vanløse - Grøndals Park Kvarter;406;200;206
;;;Brønshøj-Husum - Husum;1273;651;622
;;;Brønshøj-Husum - Husum Nord;708;352;356
;;;Brønshøj-Husum - Tingbjerg;413;189;224
;;;Brønshøj-Husum - Brønshøj;885;423;462
;;;Brønshøj-Husum - Bellahøj;274;132;142
;;;Bispebjerg - Emdrup;346;163;183
;;;Bispebjerg- Ryparken-Lundehus;506;250;256
;;;Bispebjerg - Bispebjerg;467;238;229
;;;Bispebjerg - Utterslev;525;267;258
;;;Bispebjerg - Nordvest;3376;1749;1627
;;;Amager Øst - Amagerbro Øst;1997;1056;941
;;;Amager Øst - Sundbyøster;1092;566;526
;;;Amager Øst - Villakvartererne;1114;578;536
;;;Amager Øst - Nordøstamager;1108;549;559
;;;Amager Vest - Amagerbro Vest;558;261;297
;;;Amager Vest - Bryggen Syd;494;234;260
;;;Amager Vest - Faste Batteri;481;258;223
;;;Amager Vest - Gamle Bryggen;678;343;335
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);268;136;132
;;;Amager Vest - Kolonihavekvarteret;365;182;183
;;;Amager Vest - Sundbyvester;911;470;441
;;;Amager Vest - Sundholmsvejs kvarteret;921;470;451
;;;Amager Vest - Urbanplanen;287;138;149
;;;Amager Vest - Ørestad City;1376;719;657
;;;Amager Vest - Ørestad Syd;1827;921;906
;;40-44 years;København i alt;41581;20905;20676
;;;Bydel - Indre By;2778;1424;1354
;;;Bydel - Østerbro;4368;2129;2239
;;;Bydel - Nørrebro;4955;2439;2516
;;;Bydel - Vesterbro/Kongens Enghave;5824;2947;2877
;;;Bydel - Valby;4142;2112;2030
;;;Bydel - Vanløse;2517;1235;1282
;;;Bydel - Brønshøj-Husum;3081;1628;1453
;;;Bydel - Bispebjerg;3490;1810;1680
;;;Bydel - Amager Øst;3850;1839;2011
;;;Bydel - Amager Vest;6247;3093;3154
;;;Bydel - Uden for inddeling;329;249;80
;;;Lokaludvalg - Indre By;2037;1050;987
;;;Lokaludvalg - Christianshavn;741;374;367
;;;Lokaludvalg - Østerbro;4368;2129;2239
;;;Lokaludvalg - Nørrebro;4955;2439;2516
;;;Lokaludvalg - Vesterbro;3486;1737;1749
;;;Lokaludvalg - Kgs. Enghave;2338;1210;1128
;;;Lokaludvalg - Valby;4142;2112;2030
;;;Lokaludvalg - Vanløse;2517;1235;1282
;;;Lokaludvalg - Brønshøj-Husum;3081;1628;1453
;;;Lokaludvalg - Bispebjerg;3490;1810;1680
;;;Lokaludvalg - Amager Øst;3850;1839;2011
;;;Lokaludvalg - Amager Vest;6247;3093;3154
;;;Lokaludvalg - Uden for inddeling;329;249;80
;;;Indre By - Middelalderbyen;380;211;169
;;;Indre By - Metropolzonen;163;92;71
;;;Indre By - Nansensgade-kvarteret;365;194;171
;;;Indre By - Øster Farimagsgade-kvarteret;384;180;204
;;;Indre By - Østerport;200;97;103
;;;Indre By - Frederiksstaden;369;190;179
;;;Indre By - Gammelholm og Nyhavn;176;86;90
;;;Christianshavn - Neden Vandet;183;97;86
;;;Christianshavn - Oven Vandet;318;166;152
;;;Christianshavn - Holmen og Refshaleøen;240;111;129
;;;Østerbro - Nord/Komponistkvarteret;216;93;123
;;;Østerbro - Svanemøllen Syd/Øst;571;285;286
;;;Østerbro - Århusgade Nord;468;250;218
;;;Østerbro - Århusgade Syd;579;258;321
;;;Østerbro - Rosenvænget;561;258;303
;;;Østerbro - Ny Ryvang;184;85;99
;;;Østerbro - Nord;242;117;125
;;;Østerbro - Nordhavn;495;257;238
;;;Østerbro - Lyngbyvej Vest;290;151;139
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;382;189;193
;;;Østerbro - Fælled;380;186;194
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;992;489;503
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;1122;541;581
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;1231;606;625
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;1050;531;519
;;;Nørrebro - Haraldsgade-kvarteret;560;272;288
;;;Vesterbro - Vest;1114;541;573
;;;Vesterbro - Central;1510;727;783
;;;Vesterbro - Øst;510;266;244
;;;Vesterbro - Syd;352;203;149
;;;Kgs. Enghave - Bavnehøj;206;103;103
;;;Kgs. Enghave - Gl. Sydhavn;878;451;427
;;;Kgs. Enghave - Holmene;1254;656;598
;;;Valby - Gl. Valby;726;375;351
;;;Valby - Syd;1382;693;689
;;;Valby - Ålholm;622;312;310
;;;Valby - Valby Sydvest;949;489;460
;;;Valby - Vigerslev;463;243;220
;;;Vanløse - Jyllingevej Kvarter;822;386;436
;;;Vanløse - Jernbane Allé Kvarter;770;399;371
;;;Vanløse - Sallingvej Kvarter;543;269;274
;;;Vanløse - Grøndals Park Kvarter;382;181;201
;;;Brønshøj-Husum - Husum;1124;597;527
;;;Brønshøj-Husum - Husum Nord;635;338;297
;;;Brønshøj-Husum - Tingbjerg;340;192;148
;;;Brønshøj-Husum - Brønshøj;758;385;373
;;;Brønshøj-Husum - Bellahøj;224;116;108
;;;Bispebjerg - Emdrup;258;126;132
;;;Bispebjerg- Ryparken-Lundehus;414;197;217
;;;Bispebjerg - Bispebjerg;402;210;192
;;;Bispebjerg - Utterslev;422;219;203
;;;Bispebjerg - Nordvest;1994;1058;936
;;;Amager Øst - Amagerbro Øst;1195;580;615
;;;Amager Øst - Sundbyøster;869;413;456
;;;Amager Øst - Villakvartererne;1022;469;553
;;;Amager Øst - Nordøstamager;764;377;387
;;;Amager Vest - Amagerbro Vest;418;198;220
;;;Amager Vest - Bryggen Syd;480;225;255
;;;Amager Vest - Faste Batteri;288;158;130
;;;Amager Vest - Gamle Bryggen;494;232;262
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);224;110;114
;;;Amager Vest - Kolonihavekvarteret;437;215;222
;;;Amager Vest - Sundbyvester;856;404;452
;;;Amager Vest - Sundholmsvejs kvarteret;687;341;346
;;;Amager Vest - Urbanplanen;286;138;148
;;;Amager Vest - Ørestad City;853;454;399
;;;Amager Vest - Ørestad Syd;1224;618;606
;;45-49 years;København i alt;39106;19691;19415
;;;Bydel - Indre By;3095;1510;1585
;;;Bydel - Østerbro;4451;2155;2296
;;;Bydel - Nørrebro;4004;1964;2040
;;;Bydel - Vesterbro/Kongens Enghave;5416;2776;2640
;;;Bydel - Valby;3937;1937;2000
;;;Bydel - Vanløse;2578;1254;1324
;;;Bydel - Brønshøj-Husum;2923;1484;1439
;;;Bydel - Bispebjerg;2794;1505;1289
;;;Bydel - Amager Øst;3796;1921;1875
;;;Bydel - Amager Vest;5831;2975;2856
;;;Bydel - Uden for inddeling;281;210;71
;;;Lokaludvalg - Indre By;2361;1156;1205
;;;Lokaludvalg - Christianshavn;734;354;380
;;;Lokaludvalg - Østerbro;4451;2155;2296
;;;Lokaludvalg - Nørrebro;4004;1964;2040
;;;Lokaludvalg - Vesterbro;3451;1730;1721
;;;Lokaludvalg - Kgs. Enghave;1965;1046;919
;;;Lokaludvalg - Valby;3937;1937;2000
;;;Lokaludvalg - Vanløse;2578;1254;1324
;;;Lokaludvalg - Brønshøj-Husum;2923;1484;1439
;;;Lokaludvalg - Bispebjerg;2794;1505;1289
;;;Lokaludvalg - Amager Øst;3796;1921;1875
;;;Lokaludvalg - Amager Vest;5831;2975;2856
;;;Lokaludvalg - Uden for inddeling;281;210;71
;;;Indre By - Middelalderbyen;432;225;207
;;;Indre By - Metropolzonen;155;86;69
;;;Indre By - Nansensgade-kvarteret;416;211;205
;;;Indre By - Øster Farimagsgade-kvarteret;462;211;251
;;;Indre By - Østerport;273;129;144
;;;Indre By - Frederiksstaden;432;201;231
;;;Indre By - Gammelholm og Nyhavn;191;93;98
;;;Christianshavn - Neden Vandet;158;77;81
;;;Christianshavn - Oven Vandet;355;171;184
;;;Christianshavn - Holmen og Refshaleøen;221;106;115
;;;Østerbro - Nord/Komponistkvarteret;213;111;102
;;;Østerbro - Svanemøllen Syd/Øst;589;302;287
;;;Østerbro - Århusgade Nord;440;206;234
;;;Østerbro - Århusgade Syd;639;287;352
;;;Østerbro - Rosenvænget;615;291;324
;;;Østerbro - Ny Ryvang;180;81;99
;;;Østerbro - Nord;291;130;161
;;;Østerbro - Nordhavn;436;228;208
;;;Østerbro - Lyngbyvej Vest;243;118;125
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;365;185;180
;;;Østerbro - Fælled;440;216;224
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;822;386;436
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;1015;489;526
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;951;488;463
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;748;382;366
;;;Nørrebro - Haraldsgade-kvarteret;468;219;249
;;;Vesterbro - Vest;994;519;475
;;;Vesterbro - Central;1646;775;871
;;;Vesterbro - Øst;505;267;238
;;;Vesterbro - Syd;306;169;137
;;;Kgs. Enghave - Bavnehøj;186;109;77
;;;Kgs. Enghave - Gl. Sydhavn;860;449;411
;;;Kgs. Enghave - Holmene;919;488;431
;;;Valby - Gl. Valby;763;386;377
;;;Valby - Syd;1305;636;669
;;;Valby - Ålholm;658;298;360
;;;Valby - Valby Sydvest;749;390;359
;;;Valby - Vigerslev;462;227;235
;;;Vanløse - Jyllingevej Kvarter;908;445;463
;;;Vanløse - Jernbane Allé Kvarter;797;377;420
;;;Vanløse - Sallingvej Kvarter;579;292;287
;;;Vanløse - Grøndals Park Kvarter;294;140;154
;;;Brønshøj-Husum - Husum;1171;603;568
;;;Brønshøj-Husum - Husum Nord;523;266;257
;;;Brønshøj-Husum - Tingbjerg;273;145;128
;;;Brønshøj-Husum - Brønshøj;757;374;383
;;;Brønshøj-Husum - Bellahøj;199;96;103
;;;Bispebjerg - Emdrup;284;152;132
;;;Bispebjerg- Ryparken-Lundehus;343;166;177
;;;Bispebjerg - Bispebjerg;361;191;170
;;;Bispebjerg - Utterslev;354;180;174
;;;Bispebjerg - Nordvest;1452;816;636
;;;Amager Øst - Amagerbro Øst;1219;599;620
;;;Amager Øst - Sundbyøster;793;414;379
;;;Amager Øst - Villakvartererne;1149;589;560
;;;Amager Øst - Nordøstamager;635;319;316
;;;Amager Vest - Amagerbro Vest;396;209;187
;;;Amager Vest - Bryggen Syd;525;260;265
;;;Amager Vest - Faste Batteri;231;115;116
;;;Amager Vest - Gamle Bryggen;554;271;283
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);183;100;83
;;;Amager Vest - Kolonihavekvarteret;494;253;241
;;;Amager Vest - Sundbyvester;993;501;492
;;;Amager Vest - Sundholmsvejs kvarteret;633;299;334
;;;Amager Vest - Urbanplanen;235;115;120
;;;Amager Vest - Ørestad City;630;340;290
;;;Amager Vest - Ørestad Syd;957;512;445
;;50-54 years;København i alt;39327;19986;19341
;;;Bydel - Indre By;3861;1998;1863
;;;Bydel - Østerbro;5205;2512;2693
;;;Bydel - Nørrebro;3881;1879;2002
;;;Bydel - Vesterbro/Kongens Enghave;5490;2859;2631
;;;Bydel - Valby;3679;1850;1829
;;;Bydel - Vanløse;2663;1315;1348
;;;Bydel - Brønshøj-Husum;2737;1366;1371
;;;Bydel - Bispebjerg;2672;1445;1227
;;;Bydel - Amager Øst;3795;1960;1835
;;;Bydel - Amager Vest;5124;2622;2502
;;;Bydel - Uden for inddeling;220;180;40
;;;Lokaludvalg - Indre By;2973;1534;1439
;;;Lokaludvalg - Christianshavn;888;464;424
;;;Lokaludvalg - Østerbro;5205;2512;2693
;;;Lokaludvalg - Nørrebro;3881;1879;2002
